CERS,SS,NEW,2756,2.400,2.34,2.4500000,1406,191706149900003,09:30,CustSS,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,GSCO,00,256945,0
CERS,SS,NEW,100,2.360,2.36,2.3700000,1406,191706149900003,10:20,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,04,866087,854300
CERS,SS,NEW,200,2.350,2.35,2.3700000,1406,191706149900003,10:20,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,04,866096,854300
CERS,SS,NEW,100,2.350,2.35,2.3600000,1406,191706149900003,10:20,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,23,869780,854300
CERS,SS,NEW,100,2.350,2.35,2.3600000,1406,191706149900003,10:22,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,29,892888,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,01,909119,0
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,01,909128,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,01,909140,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,01,909143,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,01,909148,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909154,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909168,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909177,854300
CERS,SS,NEW,100,2.365,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909188,0
CERS,SS,NEW,300,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909190,854300
CERS,SS,NEW,200,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909193,854300
CERS,SS,NEW,100,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909196,854300
CERS,SS,NEW,300,2.360,2.36,2.3600000,1406,191706149900003,10:24,ContraSSFREX,0704,PerUnit,TERM,0.01000,AABBC,1706149900003,CERS,02,909219,854300
